0.023619 -0.020462 -0.027539 -0.014770 -0.021262 0.022902 -0.002605 0.031141 -0.002605 0.031141 -0.021262 0.022902 -0.027539 -0.014770 0.023619 -0.020462
-0.016855 0.036177 0.038410 0.010842 0.024769 -0.031295 0.002977 -0.039800 0.002977 -0.039800 0.024769 -0.031295 0.038410 0.010842 -0.016855 0.036177
0.000830 -0.054934 -0.054848 -0.003182 -0.030601 0.045629 -0.003617 0.054821 -0.003617 0.054821 -0.030601 0.045629 -0.054848 -0.003182 0.000830 -0.054934
0.028785 0.067000 0.072000 -0.011561 0.035725 -0.063572 0.004161 -0.072803 0.004161 -0.072803 0.035725 -0.063572 0.072000 -0.011561 0.028785 0.067000
-0.066719 -0.061426 -0.084342 0.033334 -0.038071 0.082312 -0.004380 0.090584 -0.004380 0.090584 -0.038071 0.082312 -0.084342 0.033334 -0.066719 -0.061426
0.100469 0.033654 0.087833 -0.059262 0.036774 -0.099369 0.004187 -0.105873 0.004187 -0.105873 0.036774 -0.099369 0.087833 -0.059262 0.100469 0.033654
-0.116586 0.011423 -0.080710 0.084904 -0.031887 0.112721 -0.003601 0.117089 -0.003601 0.117089 -0.031887 0.112721 -0.080710 0.084904 -0.116586 0.011423
0.106907 -0.061007 0.063592 -0.105389 0.024082 -0.120710 0.002703 -0.123059 0.002703 -0.123059 0.024082 -0.120710 0.063592 -0.105389 0.106907 -0.061007
-0.072650 0.099362 -0.039391 0.116616 -0.014509 0.122231 -0.001622 0.123078 -0.001622 0.123078 -0.014509 0.122231 -0.039391 0.116616 -0.072650 0.099362
0.024471 -0.114559 0.012695 -0.116454 0.004612 -0.117053 0.000514 -0.117143 0.000514 -0.117143 0.004612 -0.117053 0.012695 -0.116454 0.024471 -0.114559
0.022134 0.103618 0.011482 0.105332 0.004172 0.105874 0.000465 0.105955 0.000465 0.105955 0.004172 0.105874 0.011482 0.105332 0.022134 0.103618
-0.053528 -0.073208 -0.029022 -0.085920 -0.010690 -0.090058 -0.001195 -0.090682 -0.001195 -0.090682 -0.010690 -0.090058 -0.029022 -0.085920 -0.053528 -0.073208
0.063335 0.036142 0.037674 0.062436 0.014267 0.071513 0.001601 0.072904 0.001601 0.072904 0.014267 0.071513 0.037674 0.062436 0.063335 0.036142
-0.054678 -0.005357 -0.037853 -0.039819 -0.014955 -0.052865 -0.001689 -0.054914 -0.001689 -0.054914 -0.014955 -0.052865 -0.037853 -0.039819 -0.054678 -0.005357
0.037844 -0.012677 0.033085 0.022322 0.013852 0.037430 0.001577 0.039880 0.001577 0.039880 0.013852 0.037430 0.033085 0.022322 0.037844 -0.012677
-0.022990 0.021166 -0.029063 -0.011486 -0.013118 -0.028363 -0.001509 -0.031214 -0.001509 -0.031214 -0.013118 -0.028363 -0.029063 -0.011486 -0.022990 0.021166

