-0.159485 0.159935 0.236760 -0.119790 -0.214213 0.198554 0.012037 0.023149 -0.053760 0.155013 0.142267 -0.103499 -0.161520 0.380038 0.184270 0.130139 -0.250289 0.155966 0.174893 -0.119434 -0.137867 0.020328 0.118354 -0.100603 -0.243456 0.188273 0.344962 0.003589 0.023191 -0.085481 0.089600 0.054353
-0.157798 0.217828 -0.035099 -0.145977 -0.148637 0.200549 0.204302 -0.057052 -0.019673 0.291730 0.126936 -0.147974 -0.177527 0.353741 0.105995 -0.303386 -0.159457 0.092338 0.235069 -0.047950 -0.108830 0.212136 0.324474 -0.108376 -0.312255 0.089313 0.369043 0.044181 -0.294808 0.017171 0.354824 -0.051143
-0.037625 0.189471 0.277699 -0.231277 -0.005812 0.250078 0.245902 -0.289861 -0.040143 0.216975 0.021890 -0.158313 -0.222041 0.117891 0.210368 -0.110506 0.001027 0.138707 0.074289 -0.084745 -0.236110 0.284174 0.189929 -0.006884 -0.265640 0.127659 0.258844 -0.052619 -0.135694 0.024981 0.030584 -0.096288
-0.156551 -0.134787 0.068795 -0.009506 -0.081506 -0.117953 0.066857 -0.114256 -0.010196 -0.131222 -0.003357 -0.121647 -0.112281 0.075847 0.107458 0.070043 0.122970 -0.108375 -0.170295 0.077225 0.090065 0.098648 0.085172 -0.225576 0.051939 0.066555 0.198638 0.056726 0.185895 -0.190914 -0.053676 -0.069468
0.070280 -0.045771 0.060865 0.050342 0.090759 -0.138828 0.020859 -0.145214 0.119435 -0.118509 0.054075 -0.075991 0.153066 -0.025999 0.099048 -0.014734 0.118322 0.200459 0.078718 0.097857 -0.019467 0.104132 0.199063 -0.026949 0.155020 0.019259 -0.033525 -0.032935 0.031923 0.068444 0.079933 -0.075046
0.035750 0.055068 0.021046 0.011698 0.083519 0.156634 -0.062164 0.275123 -0.006061 -0.021348 -0.169833 0.145004 0.031765 0.074701 0.004704 -0.023853 0.003723 0.078865 0.110121 -0.117745 0.022005 0.031558 0.069193 -0.295948 0.077942 -0.113512 -0.004343 -0.261825 -0.131832 0.126444 -0.001813 -0.160120
0.274267 -0.105696 0.001844 -0.116054 -0.009174 -0.078767 -0.020736 0.155582 0.003046 0.212149 -0.193685 -0.129869 -0.007101 0.199298 -0.135301 0.125043 -0.177614 0.069341 0.003096 -0.292966 0.069463 0.088972 0.093680 -0.119367 0.022841 0.086288 0.013983 -0.226637 0.081423 0.110329 0.142767 -0.155358
-0.229615 -0.158279 -0.000085 0.005224 -0.054287 -0.083281 -0.169253 -0.076554 -0.058698 -0.126498 -0.099441 -0.031388 0.166196 -0.159031 0.152447 -0.096182 0.046400 0.203620 -0.238745 -0.330603 0.062526 0.220365 -0.186191 0.097796 -0.042945 0.102366 0.052487 0.043230 0.182118 0.010103 0.079844 -0.126400
-0.021374 -0.191011 0.038813 0.038714 -0.182278 0.124921 0.043156 -0.115227 -0.045770 -0.311936 -0.011568 0.018164 -0.097163 -0.133428 0.079107 0.108836 0.217903 -0.216831 0.099763 0.170898 -0.076366 -0.040606 0.042656 0.007853 0.089205 -0.264169 0.002190 0.220920 -0.084221 -0.131407 -0.269602 0.197521
0.028162 -0.285994 0.134171 0.054000 -0.214910 -0.006039 0.159619 0.179674 -0.044456 0.039211 -0.067711 0.011991 -0.012881 0.143990 0.041467 -0.032844 0.130785 -0.036771 -0.163882 -0.003395 0.007210 0.023515 -0.178927 -0.104859 -0.014446 0.005495 0.068222 -0.003913 0.083646 -0.037438 -0.079075 0.152623
-0.246390 -0.281131 0.179665 -0.023609 -0.082196 -0.073042 0.025079 -0.042092 0.035906 0.045597 0.219476 0.214259 0.182361 0.275825 -0.015942 -0.020265 -0.031933 -0.253711 -0.080257 0.082590 -0.118385 0.023990 -0.064087 0.063922 0.308524 0.184830 0.054719 -0.142011 -0.009676 -0.154827 0.156247 0.112761
-0.264788 -0.028708 0.026610 -0.136499 0.068559 -0.194805 0.031211 0.228989 0.157317 0.225099 -0.158966 -0.009628 0.134072 0.019105 0.303414 -0.036941 0.240319 -0.047414 0.225394 -0.016013 0.061587 -0.068384 0.119545 -0.038650 -0.149387 0.039026 0.031100 0.095512 -0.086602 -0.106874 0.245230 0.004016
-0.172603 -0.193925 0.274142 0.124975 -0.268563 -0.229659 0.009209 0.200522 0.007729 -0.322580 0.115760 0.237049 -0.419685 -0.278344 0.043288 0.602374 0.064585 -0.211016 0.124359 0.171529 0.107571 -0.221366 -0.216815 0.184061 0.143050 -0.350143 -0.110523 0.145453 -0.003286 -0.395281 -0.205661 0.124329
-0.064440 -0.217136 0.000288 0.251719 -0.120770 -0.419097 0.203246 0.277599 -0.228992 -0.122158 0.210867 0.059739 -0.116642 -0.116897 0.139631 0.320602 0.274512 -0.392607 -0.063222 0.161080 0.029916 -0.407983 0.177116 0.135604 0.252444 -0.334320 0.005878 0.161742 0.058820 -0.182863 0.155871 0.276135
